Loc,ItemNumber,ReqMonth,StatQty,.model,ModelDate,AdjQty,ITEMDESC,ItmClsCd,RptClass,Brand,Channel
Bimart,601132,2021-09-01,8.909039870342028,tslm,2021-03-01,8.909039870342028,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2021-10-01,1.2808337197303765,tslm,2021-03-01,1.2808337197303765,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2021-11-01,1.280833719731209,tslm,2021-03-01,1.280833719731209,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2021-12-01,10.187188629733747,tslm,2021-03-01,10.187188629733747,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2022-01-01,7.777791150442811,tslm,2021-03-01,7.777791150442811,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2022-02-01,1.2808337197312103,tslm,2021-03-01,1.2808337197312103,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2022-03-01,195.08341976515433,tslm,2021-03-01,195.08341976515433,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2022-04-01,28.08642567384311,tslm,2021-03-01,28.08642567384311,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2022-05-01,4.949669270858628,tslm,2021-03-01,4.949669270858628,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2022-06-01,20.804180471785866,tslm,2021-03-01,20.804180471785866,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2022-07-01,67.27650243741172,tslm,2021-03-01,67.27650243741172,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2022-08-01,22.55914577079962,tslm,2021-03-01,22.55914577079962,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2022-09-01,7.285338608554564,tslm,2021-03-01,7.285338608554564,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,601132,2022-10-01,0.9070949278654017,tslm,2021-03-01,0.9070949278654017,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Bimart,900179,2021-03-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2021-04-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2021-05-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2021-06-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2021-07-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2021-08-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2021-09-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2021-10-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2021-11-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2021-12-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2022-01-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2022-02-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2022-03-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2022-04-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2022-05-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2022-06-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2022-07-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Bimart,900179,2022-08-01,16.97427576121076,arima,2021-03-01,16.97427576121076,Manual Water Pump,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601087-C,2021-03-01,46.99995901654417,rw,2021-03-01,46.99995901654417,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2021-04-01,46.9999521859682,rw,2021-03-01,46.9999521859682,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2021-05-01,46.99994535539222,rw,2021-03-01,46.99994535539222,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2021-06-01,46.99993852481625,rw,2021-03-01,46.99993852481625,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2021-07-01,46.999931694240274,rw,2021-03-01,46.999931694240274,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2021-08-01,46.999924863664305,rw,2021-03-01,46.999924863664305,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2021-09-01,46.999918033088335,rw,2021-03-01,46.999918033088335,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2021-10-01,46.99991120251236,rw,2021-03-01,46.99991120251236,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2021-11-01,46.99990437193639,rw,2021-03-01,46.99990437193639,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2021-12-01,46.99989754136041,rw,2021-03-01,46.99989754136041,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-01-01,46.99989071078444,rw,2021-03-01,46.99989071078444,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-02-01,46.999883880208465,rw,2021-03-01,46.999883880208465,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-03-01,46.999877049632495,rw,2021-03-01,46.999877049632495,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-04-01,46.99987021905652,rw,2021-03-01,46.99987021905652,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-05-01,46.99986338848055,rw,2021-03-01,46.99986338848055,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-06-01,46.99985655790457,rw,2021-03-01,46.99985655790457,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-07-01,46.9998497273286,rw,2021-03-01,46.9998497273286,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-08-01,46.99984289675263,rw,2021-03-01,46.99984289675263,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-09-01,46.999836066176655,rw,2021-03-01,46.999836066176655,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-10-01,46.999829235600686,rw,2021-03-01,46.999829235600686,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601087-C,2022-11-01,46.99982240502471,rw,2021-03-01,46.99982240502471,TL HRC D1 B/SS,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601088-C,2021-03-01,146.49923221926352,mixed_rand,2021-03-01,146.49923221926352,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2021-04-01,45.499126510036476,mixed_rand,2021-03-01,45.499126510036476,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2021-05-01,58.999020801503136,mixed_rand,2021-03-01,58.999020801503136,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2021-06-01,61.49891509267606,mixed_rand,2021-03-01,61.49891509267606,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2021-07-01,70.9988093840359,mixed_rand,2021-03-01,70.9988093840359,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2021-08-01,65.9987036750085,mixed_rand,2021-03-01,65.9987036750085,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2021-09-01,48.998597965660664,mixed_rand,2021-03-01,48.998597965660664,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2021-10-01,39.49835872864634,mixed_rand,2021-03-01,39.49835872864634,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2021-11-01,39.998253019779185,mixed_rand,2021-03-01,39.998253019779185,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2021-12-01,39.99814731088533,mixed_rand,2021-03-01,39.99814731088533,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-01-01,35.998041601777814,mixed_rand,2021-03-01,35.998041601777814,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-02-01,123.99793589897222,mixed_rand,2021-03-01,123.99793589897222,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-03-01,146.49783018516388,mixed_rand,2021-03-01,146.49783018516388,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-04-01,45.49772447560367,mixed_rand,2021-03-01,45.49772447560367,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-05-01,58.99761876743084,mixed_rand,2021-03-01,58.99761876743084,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-06-01,61.49751305867052,mixed_rand,2021-03-01,61.49751305867052,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-07-01,70.99740735028408,mixed_rand,2021-03-01,70.99740735028408,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-08-01,65.99730164112316,mixed_rand,2021-03-01,65.99730164112316,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-09-01,48.99719593132132,mixed_rand,2021-03-01,48.99719593132132,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-10-01,39.496956694053296,mixed_rand,2021-03-01,39.496956694053296,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601088-C,2022-11-01,39.9968509851995,mixed_rand,2021-03-01,39.9968509851995,BL Cooler Blk Hot/Cold 817206010883,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2021-03-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2021-04-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2021-05-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2021-06-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2021-07-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2021-08-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2021-09-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2021-10-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2021-11-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2021-12-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-01-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-02-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-03-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-04-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-05-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-06-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-07-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-08-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-09-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-10-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-11-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090-C,2022-12-01,31.567831051167634,croston,2021-03-01,31.567831051167634,BL HRC D1 B/SS,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2021-03-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2021-04-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2021-05-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2021-06-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2021-07-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2021-08-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2021-09-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2021-10-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2021-11-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2021-12-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-01-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-02-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-03-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-04-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-05-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-06-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-07-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-08-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-09-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-10-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601090 SO-C,2022-11-01,167.4782258189162,moving_avg,2021-03-01,167.4782258189162,BL HRC D1 B/SS AE O3,DISPEN-BL,DISPEN-BL,Primo,Domestic
Cooler Department,601132-C,2021-03-01,16.999981887477766,snaive,2021-03-01,16.999981887477766,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2021-04-01,8.999981887463274,snaive,2021-03-01,8.999981887463274,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2021-05-01,15.999981887475954,snaive,2021-03-01,15.999981887475954,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2021-06-01,11.999981887468708,snaive,2021-03-01,11.999981887468708,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2021-07-01,28.999981887499498,snaive,2021-03-01,28.999981887499498,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2021-08-01,25.999981887494066,snaive,2021-03-01,25.999981887494066,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2021-09-01,19.999981887483198,snaive,2021-03-01,19.999981887483198,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2021-10-01,11.999981887468708,snaive,2021-03-01,11.999981887468708,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2021-11-01,14.999963774948286,snaive,2021-03-01,14.999963774948286,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2021-12-01,9.999963774930169,snaive,2021-03-01,9.999963774930169,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-01-01,13.999963774944664,snaive,2021-03-01,13.999963774944664,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-02-01,3.9999637749084367,snaive,2021-03-01,3.9999637749084367,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-03-01,16.99996377495553,snaive,2021-03-01,16.99996377495553,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-04-01,8.99996377492655,snaive,2021-03-01,8.99996377492655,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-05-01,15.999963774951906,snaive,2021-03-01,15.999963774951906,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-06-01,11.999963774937418,snaive,2021-03-01,11.999963774937418,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-07-01,28.999963774998996,snaive,2021-03-01,28.999963774998996,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-08-01,25.99996377498813,snaive,2021-03-01,25.99996377498813,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-09-01,19.999963774966396,snaive,2021-03-01,19.999963774966396,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-10-01,11.999963774937418,snaive,2021-03-01,11.999963774937418,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-11-01,14.999945662422428,snaive,2021-03-01,14.999945662422428,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601132-C,2022-12-01,9.999945662395255,snaive,2021-03-01,9.999945662395255,Hot & Cold Top Loading Water Dispenser - White,DISPEN-TL,DISPEN-TL,Primo,Domestic
Cooler Department,601148,2021-03-01,25.499965340554517,mixed_rand,2021-03-01,25.499965340554517,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2021-04-01,17.499961519710297,mixed_rand,2021-03-01,17.499961519710297,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2021-05-01,21.499957698875896,mixed_rand,2021-03-01,21.499957698875896,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2021-06-01,13.999953878032082,mixed_rand,2021-03-01,13.999953878032082,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2021-07-01,21.999950057200955,mixed_rand,2021-03-01,21.999950057200955,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2021-08-01,21.99994214361633,mixed_rand,2021-03-01,21.99994214361633,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2021-09-01,18.499938322772927,mixed_rand,2021-03-01,18.499938322772927,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2021-10-01,18.99993450193607,mixed_rand,2021-03-01,18.99993450193607,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2021-11-01,19.999930681100032,mixed_rand,2021-03-01,19.999930681100032,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2021-12-01,14.999926860254174,mixed_rand,2021-03-01,14.999926860254174,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2022-01-01,17.499923039420594,mixed_rand,2021-03-01,17.499923039420594,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2022-02-01,23.49991921859274,mixed_rand,2021-03-01,23.49991921859274,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2022-03-01,25.49991539775834,mixed_rand,2021-03-01,25.49991539775834,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2022-04-01,17.499911576907568,mixed_rand,2021-03-01,17.499911576907568,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2022-05-01,21.499907756076446,mixed_rand,2021-03-01,21.499907756076446,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
Cooler Department,601148,2022-06-01,13.99990393522649,mixed_rand,2021-03-01,13.99990393522649,Countertop Water Dispenser - Black,DISPEN-TT,DISPEN-TT,Primo,Domestic
